mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
40	40	117/2	117/2	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	291						
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	292						
40	40	117/2	117/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	293						
40	40	59	59	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	294						
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	295						
41	41	60	60	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	296						
41	41	245/4	245/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	297						
41	41	60	60	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	298						
41	41	241/4	241/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	299						
41	41	121/2	121/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	300						
41	41	243/4	243/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	301						
41	41	61	61	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	302						
42	42	247/4	247/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	303						
42	42	62	62	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	304						
42	42	249/4	249/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	305						
42	42	125/2	125/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	306						
42	42	123/2	123/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	307						
42	42	251/4	251/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	308						
43	43	63	63	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	309						
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	310						
43	43	253/4	253/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	311						
43	43	127/2	127/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	312						
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	313						
43	43	64	64	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	314						
44	44	259/4	259/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	315						
44	44	65	65	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	316						
44	44	261/4	261/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	317						
44	44	131/2	131/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	318						
44	44	129/2	129/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	319						
44	44	263/4	263/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	320						
45	45	66	66	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	321						
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	322						
45	45	265/4	265/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	323						
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	324						
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	325						
45	45	67	67	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	326						
46	46	135/2	135/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	327						
46	46	271/4	271/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	328						
46	46	68	68	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	329						
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	330						
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	331						
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	332						
46	46	135/2	135/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	333						
46	46	68	68	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	334						
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	335						
47	47	277/4	277/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	336						
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	337						
47	47	279/4	279/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	338						
47	47	281/4	281/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	339						
47	47	69	69	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	340						
47	47	69	69	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	341						
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	342						
47	47	70	70	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	343						
48	48	283/4	283/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	344						
48	48	71	71	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	345						
48	48	285/4	285/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	346						
48	48	287/4	287/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	347						
48	48	141/2	141/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	348						
48	48	71	71	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	349						
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	350						
48	48	141/2	141/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	351						
48	48	285/4	285/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	352						
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	353						
49	49	72	72	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	354						
49	49	73	73	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	355						
49	49	293/4	293/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	356						
49	49	72	72	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	357						
49	49	289/4	289/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	358						
49	49	145/2	145/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	359						
49	49	291/4	291/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	360						
49	49	73	73	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	361						
49	49	72	72	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	362						
49	49	291/4	291/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	363						
49	49	73	73	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	364						
50	50	147/2	147/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	365						
50	50	295/4	295/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	366						
50	50	297/4	297/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	367						
50	50	299/4	299/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	368						
50	50	147/2	147/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	369						
50	50	74	74	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	370						
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	371						
50	50	147/2	147/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	372						
50	50	74	74	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	373						
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	374						
50	50	147/2	147/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	375						
50	50	74	74	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	376						
51	51	75	75	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	377						
51	51	75	75	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	378						
51	51	301/4	301/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	379						
51	51	151/2	151/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	380						
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	381						
51	51	76	76	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	382						
51	51	305/4	305/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	383						
51	51	75	75	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	384						
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	385						
51	51	76	76	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	386						
52	52	153/2	153/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	387						
52	52	77	77	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	388						
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	389						
52	52	153/2	153/2	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	390						
52	52	307/4	307/4	0.5	1/16	1/16	Chord	3/8	1	2	1/8		1/8	1	391						
52	52	309/4	309/4	0.5	3/16	3/16	Chord	3/8	1	2	1/8		1/8	1	392						
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	393						
52	52	153/2	153/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	394						
52	52	77	77	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	395						
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	396						
53	53	78	78	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	397						
53	53	313/4	313/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	398						
53	53	157/2	157/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	399						
53	53	315/4	315/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	400						
53	53	79	79	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	401						
53	53	317/4	317/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	402						
53	53	78	78	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	403						
53	53	78	78	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	404						
53	53	315/4	315/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	405						
53	53	79	79	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	406						
54	54	159/2	159/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	407						
54	54	319/4	319/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	408						
54	54	321/4	321/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	409						
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	410						
54	54	159/2	159/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	411						
54	54	80	80	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	412						
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	413						
54	54	159/2	159/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	414						
54	54	80	80	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	415						
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	416						
54	54	159/2	159/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	417						
54	54	80	80	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	418						
55	55	81	81	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	419						
55	55	329/4	329/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	420						
55	55	325/4	325/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	421						
55	55	163/2	163/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	422						
55	55	327/4	327/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	423						
55	55	82	82	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	424						
56	56	331/4	331/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	425						
56	56	83	83	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	426						
56	56	333/4	333/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	427						
56	56	167/2	167/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	428						
56	56	165/2	165/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	429						
56	56	335/4	335/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	430						
57	57	84	84	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	431						
57	57	341/4	341/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	432						
57	57	337/4	337/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	433						
57	57	169/2	169/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	434						
57	57	339/4	339/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	435						
57	57	85	85	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	436						
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	437						
58	58	86	86	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	438						
58	58	345/4	345/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	439						
58	58	173/2	173/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	440						
58	58	171/2	171/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	441						
58	58	347/4	347/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	442						
59	59	87	87	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	443						
59	59	353/4	353/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	444						
59	59	349/4	349/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	445						
59	59	175/2	175/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	446						
59	59	351/4	351/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	447						
59	59	88	88	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	448						
60	60	177/2	177/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	449						
60	60	355/4	355/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	450						
60	60	89	89	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	451						
60	60	357/4	357/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	452						
60	60	179/2	179/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	453						
60	60	359/4	359/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	454						
60	60	177/2	177/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	455						
60	60	89	89	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	456						
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	457						
61	61	90	90	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	458						
61	61	365/4	365/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	459						
61	61	361/4	361/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	460						
61	61	181/2	181/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	461						
61	61	363/4	363/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	462						
61	61	91	91	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	463						
62	62	367/4	367/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	464						
62	62	92	92	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	465						
62	62	369/4	369/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	466						
62	62	185/2	185/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	467						
62	62	183/2	183/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	468						
62	62	371/4	371/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	469						
63	63	93	93	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	470						
63	63	377/4	377/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	471						
63	63	373/4	373/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	472						
63	63	187/2	187/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	473						
63	63	375/4	375/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	474						
63	63	94	94	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	475						
64	64	379/4	379/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	476						
64	64	95	95	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	477						
64	64	381/4	381/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	478						
64	64	191/2	191/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	479						
64	64	189/2	189/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	480						
64	64	383/4	383/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	481						
65	65	96	96	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	482						
65	65	387/4	387/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	483						
65	65	97	97	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	484						
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	485						
65	65	385/4	385/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	486						
65	65	193/2	193/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	487						
65	65	97	97	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	488						
66	66	195/2	195/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	489						
66	66	391/4	391/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	490						
66	66	98	98	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	491						
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	492						
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	493						
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	494						
66	66	195/2	195/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	495						
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	496						
67	67	99	99	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	497						
67	67	397/4	397/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	498						
67	67	199/2	199/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	499						
67	67	399/4	399/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	500						
67	67	100	100	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	501						
67	67	401/4	401/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	502						
67	67	99	99	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	503						
67	67	100	100	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	504						
68	68	201/2	201/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	505						
68	68	403/4	403/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	506						
68	68	101	101	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	507						
68	68	405/4	405/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	508						
68	68	203/2	203/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	509						
68	68	407/4	407/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	510						
68	68	201/2	201/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	511						
68	68	405/4	405/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	512						
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	513						
69	69	102	102	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	514						
69	69	409/4	409/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8		1/8	1	515						
69	69	411/4	411/4	0.5	3/16	3/16	Chord	3/8	1	1	1/8		1/8	1	516						
69	69	413/4	413/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	517						
69	69	102	102	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	518						
69	69	205/2	205/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	519						
69	69	103	103	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	520						
69	69	102	102	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	521						
69	69	205/2	205/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	522						
69	69	103	103	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	523						
69	69	102	102	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	524						
69	69	205/2	205/2	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	525						
70	70	207/2	207/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	526						
70	70	415/4	415/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	527						
70	70	104	104	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	528						
70	70	417/4	417/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	529						
70	70	209/2	209/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	530						
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	531						
70	70	207/2	207/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	532						
71	71	105	105	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	533						
71	71	211/2	211/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	534						
71	71	106	106	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	535						
71	71	105	105	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	536						
71	71	421/4	421/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	537						
71	71	211/2	211/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	538						
71	71	423/4	423/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	539						
71	71	106	106	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	540						
71	71	425/4	425/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	541						
72	72	213/2	213/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	542						
72	72	107	107	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	543						
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	544						
72	72	213/2	213/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	545						
72	72	213/2	213/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	546						
72	72	427/4	427/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	547						
72	72	107	107	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	548						
72	72	429/4	429/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	549						
72	72	215/2	215/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	550						
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	551						
73	73	108	108	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	552						
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	553						
73	73	109	109	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	554						
73	73	108	108	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	555						
73	73	433/4	433/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	556						
73	73	217/2	217/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	557						
73	73	435/4	435/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	558						
73	73	109	109	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	559						
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	560						
74	74	219/2	219/2	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	561						
74	74	219/2	219/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	562						
74	74	219/2	219/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	563						
