mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur
9	8	91/4	91/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	78			
9	8	23	23	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	79			
9	8	47/2	47/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	80			
9	8	24	24	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	81			
9	8	23	23	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	82			
9	8	47/2	47/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	83			
9	8	24	24	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	84			
9	8	43/2	43/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	85			
9	8	22	22	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	86			
9	8	89/4	89/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	87			
9	8	45/2	45/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	88			
9	8	91/4	91/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	89			
10	9	49/2	49/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	90			
10	9	99/4	99/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	91			
10	9	25	25	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	92			
10	9	101/4	101/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	93			
10	9	51/2	51/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	94			
10	9	103/4	103/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	95			
10	9	26	26	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	96			
10	9	53/2	53/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	97			
10	9	27	27	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	98			
10	9	49/2	49/2	0.25	0	0	Chord	6/8	1	2	1/16		1/16	1	99			
10	9	99/4	99/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	100			
10	9	25	25	0.25	1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	101			
10	9	101/4	101/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	102			
10	9	51/2	51/2	0.25	1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	103			
10	9	103/4	103/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	104			
10	9	26	26	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	105			
10	9	53/2	53/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	106			
10	9	27	27	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	107			
11	10	55/2	55/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	108			
11	10	28	28	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	109			
11	10	113/4	113/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	110			
11	10	57/2	57/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	111			
11	10	115/4	115/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	112			
11	10	29	29	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	113			
11	10	59/2	59/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	114			
11	10	30	30	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	115			
11	10	55/2	55/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	116			
11	10	28	28	0.25	1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	117			
11	10	113/4	113/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	118			
11	10	57/2	57/2	0.25	1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	119			
11	10	115/4	115/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	120			
11	10	29	29	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	121			
11	10	59/2	59/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	122			
11	10	30	30	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	123			
12	11	61/2	61/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	124			
12	11	123/4	123/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	125			
12	11	31	31	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	126			
12	11	125/4	125/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	127			
12	11	63/2	63/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	128			
12	11	127/4	127/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	129			
12	11	255/8	255/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	130			
12	11	32	32	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	131			
12	11	65/2	65/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	132			
12	11	33	33	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	133			
12	11	61/2	61/2	0.25	0	0	Chord	6/8	1	2	1/16		1/16	1	134			
12	11	123/4	123/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	135			
12	11	31	31	0.25	1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	136			
12	11	125/4	125/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	137			
12	11	63/2	63/2	0.25	1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	138			
12	11	127/4	127/4	0.125	5/16	5/16	Chord	6/8	1	2	1/32		1/32	1	139			
12	11	255/8	255/8	0.125	11/32	11/32	Chord	6/8	1	2	1/32		1/32	1	140			
12	11	32	32	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	141			
12	11	65/2	65/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	142			
12	11	33	33	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	143			
13	12	67/2	67/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	144	ornamentTrill		
13	12	35	35	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	145			
13	12	71/2	71/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	146			
13	12	36	36	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	147			
13	12	67/2	67/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	148			
13	12	35	35	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	149			
14	13	73/2	73/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	150	ornamentTrill		
14	13	75/2	75/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	151			
14	13	38	38	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	152			
14	13	77/2	77/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	153			
14	13	39	39	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	154			
14	13	73/2	73/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	155			
14	13	38	38	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	156			
15	14	79/2	79/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	157	ornamentTrill		
15	14	81/2	81/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	158			
15	14	41	41	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	159			
15	14	83/2	83/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	160			
15	14	42	42	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	161			
15	14	79/2	79/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	162			
15	14	41	41	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	163			
15	14	41	41	0.5	3/8	3/8	Chord	6/8	1	3	1/8		1/8	1	164			
15	14	83/2	83/2	0.5	1/2	1/2	Chord	6/8	1	3	1/8		1/8	1	165			
15	14	42	42	0.5	5/8	5/8	Chord	6/8	1	3	1/8		1/8	1	166			
16	15	85/2	85/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	167			
16	15	43	43	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	168			
16	15	87/2	87/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	169			
16	15	44	44	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	170			
16	15	89/2	89/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	171			
16	15	45	45	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	172			
16	15	85/2	85/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	173			
16	15	44	44	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	174			
16	15	45	45	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	175			
16	15	85/2	85/2	1.0	0	0	Chord	6/8	1	3	1/4		1/4	1	176			
16	15	87/2	87/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	177			
16	15	44	44	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	178			
17	16	91/2	91/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	179	ornamentTrill		
17	16	47	47	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	180			
17	16	95/2	95/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	181			
17	16	48	48	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	182			
17	16	91/2	91/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	183			
17	16	46	46	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	184			
17	16	93/2	93/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	185			
17	16	47	47	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	186			
18	17	97/2	97/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	187			
18	17	50	50	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	188			
18	17	101/2	101/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	189			
18	17	51	51	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	190			
18	17	97/2	97/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	191	ornamentTrill		
18	17	50	50	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	192			
18	17	97/2	97/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	193			
18	17	49	49	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	194			
18	17	99/2	99/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	195			
18	17	50	50	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	196			
19	18	103/2	103/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	197			
19	18	53	53	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	198			
19	18	107/2	107/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	199			
19	18	54	54	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	200			
19	18	103/2	103/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	201	ornamentTrill		
19	18	53	53	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	202			
19	18	54	54	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	203			
19	18	103/2	103/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	204			
19	18	52	52	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	205			
19	18	105/2	105/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	206			
19	18	53	53	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	207			
20	19	109/2	109/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	208			
20	19	55	55	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	209			
20	19	111/2	111/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	210			
20	19	56	56	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	211			
20	19	113/2	113/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	212			
20	19	57	57	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	213			
20	19	109/2	109/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	214			
20	19	55	55	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	215			
20	19	111/2	111/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	216			
20	19	56	56	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	217			
20	19	113/2	113/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	218			
20	19	57	57	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	219			
20	19	109/2	109/2	1.0	0	0	Chord	6/8	1	3	1/4		1/4	1	220			
20	19	56	56	1.5	3/8	3/8	Chord	6/8	1	3	3/8		1/4	3/2	221			
20	19	56	56	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	222			
21	20	115/2	115/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	223			
21	20	231/4	231/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	224			
21	20	58	58	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	225			
21	20	233/4	233/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	226			
21	20	117/2	117/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	227			
21	20	235/4	235/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	228			
21	20	59	59	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	229			
21	20	237/4	237/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	230			
21	20	119/2	119/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	231			
21	20	239/4	239/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	232			
21	20	60	60	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	233			
21	20	241/4	241/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	234			
21	20	115/2	115/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	235			
21	20	115/2	115/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	236			
22	21	121/2	121/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	237			
22	21	62	62	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	238			
22	21	125/2	125/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	239			
22	21	63	63	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	240			
22	21	121/2	121/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	241	ornamentTrill		
22	21	62	62	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	242			
22	21	121/2	121/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	243			
22	21	61	61	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	244			
22	21	123/2	123/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	245			
22	21	62	62	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	246			
23	22	127/2	127/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	247			
23	22	65	65	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	248			
23	22	131/2	131/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	249			
23	22	66	66	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	250			
23	22	127/2	127/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	251	ornamentTrill		
23	22	65	65	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	252			
23	22	127/2	127/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	253			
23	22	64	64	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	254			
23	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	255			
23	22	65	65	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	256			
24	23	133/2	133/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	257			
24	23	67	67	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	258			
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	259			
24	23	68	68	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	260			
24	23	137/2	137/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	261			
24	23	69	69	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	262			
24	23	133/2	133/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	263			
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	264			
24	23	68	68	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	265			
24	23	137/2	137/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	266			
24	23	69	69	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	267			
24	23	133/2	133/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	268			
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	269			
24	23	68	68	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	270			
24	23	69	69	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	271			
25	24	139/2	139/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	272			0
25	24	70	70	0.125	1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	273			0
25	24	561/8	561/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	274			0
25	24	281/4	281/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	275			0
25	24	563/8	563/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	276			0
25	24	141/2	141/2	0.125	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	277			0
25	24	565/8	565/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	278			0
25	24	283/4	283/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	279			0
25	24	567/8	567/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	280			
25	24	71	71	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	281			
25	24	143/2	143/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	282			
25	24	72	72	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	283			
25	24	139/2	139/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	284			
25	24	71	71	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	285			
26	25	145/2	145/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	286			
26	25	73	73	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	287			
26	25	147/2	147/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	288			
26	25	74	74	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	289			
26	25	149/2	149/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	290			
26	25	75	75	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	291			
26	25	145/2	145/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	292			
