mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
13	13	51	51	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	285		
13	13	205/4	205/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	286		
13	13	103/2	103/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	287		
13	13	207/4	207/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	288		
13	13	48	48	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	289		
13	13	97/2	97/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	290		
13	13	49	49	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	291		
13	13	99/2	99/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	292		
13	13	50	50	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	293		
13	13	101/2	101/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	294		
13	13	51	51	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	295		
13	13	103/2	103/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	296		
13	13	48	48	1.0		0	0	Chord	4/4	1	3	1/4		1/4	1	297		
13	13	49	49	1.0		1/4	1/4	Chord	4/4	1	3	1/4		1/4	1	298		
13	13	50	50	1.0		1/2	1/2	Chord	4/4	1	3	1/4		1/4	1	299		
13	13	51	51	1.0		3/4	3/4	Chord	4/4	1	3	1/4		1/4	1	300		
14	14	52	52	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	301		
14	14	105/2	105/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	302		
14	14	53	53	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	303		
14	14	107/2	107/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	304		
14	14	54	54	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	305		
14	14	109/2	109/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	306		
14	14	55	55	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	307		
14	14	111/2	111/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	308		
14	14	209/4	209/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	309		
14	14	105/2	105/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	310		
14	14	211/4	211/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	311		
14	14	53	53	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	312		
14	14	213/4	213/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	313		
14	14	107/2	107/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	314		
14	14	215/4	215/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	315		
14	14	54	54	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	316		
14	14	217/4	217/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	317		
14	14	109/2	109/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	318		
14	14	219/4	219/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	319		
14	14	55	55	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	320		
14	14	221/4	221/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	321		
14	14	111/2	111/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	322		
14	14	223/4	223/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	323		
15	15	56	56	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	324		
15	15	113/2	113/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	325		
15	15	57	57	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	326		
15	15	115/2	115/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	327		
15	15	58	58	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	328		
15	15	117/2	117/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	329		
15	15	59	59	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	330		
15	15	119/2	119/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	331		
15	15	56	56	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	332		
15	15	225/4	225/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	333		
15	15	113/2	113/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	334		
15	15	227/4	227/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	335		
15	15	57	57	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	336		
15	15	229/4	229/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	337		
15	15	115/2	115/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	338		
15	15	231/4	231/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	339		
15	15	58	58	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	340		
15	15	233/4	233/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	341		
15	15	117/2	117/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	342		
15	15	235/4	235/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	343		
15	15	59	59	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	344		
15	15	237/4	237/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	345		
15	15	119/2	119/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	346		
15	15	239/4	239/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	347		
16	16	60	60	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	348		
16	16	121/2	121/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	349		
16	16	61	61	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	350		
16	16	123/2	123/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	351		
16	16	62	62	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	352		
16	16	125/2	125/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	353		
16	16	63	63	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	354		
16	16	127/2	127/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	355		
16	16	60	60	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	356		
16	16	241/4	241/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	357		
16	16	121/2	121/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	358		
16	16	243/4	243/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	359		
16	16	61	61	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	360		
16	16	245/4	245/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	361		
16	16	123/2	123/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	362		
16	16	247/4	247/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	363		
16	16	62	62	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	364		
16	16	249/4	249/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	365		
16	16	125/2	125/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	366		
16	16	251/4	251/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	367		
16	16	63	63	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	368		
16	16	253/4	253/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	369		
16	16	127/2	127/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	370		
16	16	255/4	255/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	371		
17	17	64	64	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	372		
17	17	129/2	129/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	373		
17	17	65	65	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	374		
17	17	131/2	131/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	375		
17	17	66	66	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	376		
17	17	133/2	133/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	377		
17	17	67	67	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	378		
17	17	135/2	135/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	379		
17	17	64	64	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	380		
17	17	257/4	257/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	381		
17	17	129/2	129/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	382		
17	17	259/4	259/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	383		
17	17	65	65	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	384		
17	17	261/4	261/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	385		
17	17	131/2	131/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	386		
17	17	263/4	263/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	387		
17	17	66	66	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	388		
17	17	265/4	265/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	389		
17	17	133/2	133/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	390		
17	17	267/4	267/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	391		
17	17	67	67	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	392		
17	17	269/4	269/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	393		
17	17	135/2	135/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	394		
17	17	271/4	271/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	395		
18	18	68	68	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	396		
18	18	137/2	137/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	397		
18	18	69	69	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	398		
18	18	139/2	139/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	399		
18	18	70	70	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	400		
18	18	281/4	281/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	401		
18	18	141/2	141/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	402		
18	18	283/4	283/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	403		
18	18	71	71	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	404		
18	18	143/2	143/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	405		
18	18	70	70	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	406		
18	18	141/2	141/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	407		
18	18	71	71	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	408		
18	18	285/4	285/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	409		
18	18	143/2	143/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	410		
18	18	287/4	287/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	411		
18	18	68	68	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	412		
18	18	273/4	273/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	413		
18	18	137/2	137/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	414		
18	18	275/4	275/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	415		
18	18	69	69	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	416		
18	18	277/4	277/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	417		
18	18	139/2	139/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	418		
18	18	279/4	279/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	419		
18	18	70	70	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	420		
18	18	141/2	141/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	421		
18	18	71	71	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	422		
18	18	143/2	143/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	423		
19	19	72	72	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	424		
19	19	145/2	145/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	425		
19	19	73	73	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	426		
19	19	293/4	293/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	427		
19	19	147/2	147/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	428		
19	19	295/4	295/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	429		
19	19	74	74	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	430		
19	19	297/4	297/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	431		
19	19	149/2	149/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	432		
19	19	299/4	299/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	433		
19	19	75	75	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	434		
19	19	301/4	301/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	435		
19	19	151/2	151/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	436		
19	19	303/4	303/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	437		
19	19	72	72	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	438		
19	19	289/4	289/4	0.25		1/16	1/16	Chord	4/4	1	3	1/16		1/16	1	439		
19	19	145/2	145/2	0.25		1/8	1/8	Chord	4/4	1	3	1/16		1/16	1	440		
19	19	291/4	291/4	0.25		3/16	3/16	Chord	4/4	1	3	1/16		1/16	1	441		
19	19	73	73	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	442		
19	19	74	74	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	443		
19	19	149/2	149/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	444		
19	19	75	75	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	445		
19	19	151/2	151/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	446		
20	20	76	76	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	447		
20	20	153/2	153/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	448		
20	20	77	77	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	449		
20	20	309/4	309/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	450		
20	20	155/2	155/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	451		
20	20	311/4	311/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	452		
20	20	78	78	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	453		
20	20	313/4	313/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	454		
20	20	157/2	157/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	455		
20	20	315/4	315/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	456		
20	20	79	79	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	457		
20	20	317/4	317/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	458		
20	20	159/2	159/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	459		
20	20	319/4	319/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	460		
20	20	76	76	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	461		
20	20	305/4	305/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	462		
20	20	153/2	153/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	463		
20	20	307/4	307/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	464		
20	20	77	77	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	465		
20	20	78	78	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	466		
20	20	157/2	157/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	467		
20	20	79	79	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	468		
20	20	159/2	159/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	469		
21	21	80	80	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	470		
21	21	161/2	161/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	471		
21	21	81	81	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	472		
21	21	325/4	325/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	473		
21	21	163/2	163/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	474		
21	21	327/4	327/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	475		
21	21	82	82	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	476		
21	21	329/4	329/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	477		
21	21	165/2	165/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	478		
21	21	331/4	331/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	479		
21	21	83	83	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	480		
21	21	333/4	333/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	481		
21	21	167/2	167/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	482		
21	21	335/4	335/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	483		
21	21	80	80	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	484		
21	21	321/4	321/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	485		
21	21	161/2	161/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	486		
21	21	323/4	323/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	487		
21	21	81	81	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	488		
21	21	82	82	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	489		
21	21	165/2	165/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	490		
21	21	83	83	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	491		
21	21	167/2	167/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	492		
22	22	84	84	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	493		
22	22	169/2	169/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	494		
22	22	85	85	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	495		
22	22	341/4	341/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	496		
22	22	171/2	171/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	497		
22	22	343/4	343/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	498		
22	22	86	86	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	499		
22	22	173/2	173/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	500		
22	22	87	87	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	501		
22	22	175/2	175/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	502		
22	22	86	86	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	503		
22	22	345/4	345/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	504		
22	22	173/2	173/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	505		
22	22	347/4	347/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	506		
22	22	87	87	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	507		
22	22	349/4	349/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	508		
22	22	175/2	175/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	509		
22	22	351/4	351/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	510		
22	22	84	84	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	511		
22	22	337/4	337/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	512		
22	22	169/2	169/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	513		
22	22	339/4	339/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	514		
22	22	85	85	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	515		
22	22	86	86	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	516		
22	22	173/2	173/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	517		
22	22	87	87	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	518		
22	22	175/2	175/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	519		
23	23	88	88	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	520		
23	23	355/4	355/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	521		
23	23	89	89	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	522		
23	23	357/4	357/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	523		
23	23	179/2	179/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	524		
23	23	359/4	359/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	525		
23	23	90	90	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	526		
23	23	361/4	361/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	527		
23	23	181/2	181/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	528		
23	23	91	91	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	529		
23	23	183/2	183/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	530		
23	23	88	88	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	531		
23	23	353/4	353/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	532		
23	23	177/2	177/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	533		
23	23	89	89	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	534		
23	23	179/2	179/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	535		
23	23	90	90	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	536		
23	23	181/2	181/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	537		
23	23	363/4	363/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	538		
23	23	91	91	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	539		
23	23	365/4	365/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	540		
23	23	183/2	183/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	541		
23	23	367/4	367/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	542		
23	23	177/2	177/2	0.5		1/8	1/8	Chord	4/4	1	3	1/8		1/8	1	543		
23	23	88	88	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	544		
23	23	177/2	177/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	545		
23	23	89	89	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	546		
23	23	179/2	179/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	547		
23	23	90	90	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	548		
23	23	181/2	181/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	549		
23	23	91	91	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	550		
23	23	183/2	183/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	551		
24	24		92	0.25	1	0	0	Chord	4/4	1	1	1/16		1/16	1	552		
24	24		369/4	0.25	1	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	553		
24	24		185/2	0.25	1	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	554		
24	24		371/4	0.25	1	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	555		
24	24		93	1.0	1	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	556		
24	24		94	0.25	1	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	557		
24	24		377/4	0.5	1	9/16	9/16	Chord	4/4	1	1	1/8		1/8	1	558		
24	24		379/4	0.25	1	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	559		
24	24		95	0.25	1	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	560		
24	24		381/4	0.5	1	13/16	13/16	Chord	4/4	1	1	1/8		1/8	1	561		
24	24		383/4	0.25	1	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	562		
24	24		92	1.0	1	0	0	Chord	4/4	2	1	1/4		1/4	1	563		
24	24		93	0.25	1	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	564		
24	24		373/4	0.25	1	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	565		
24	24		187/2	0.25	1	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	566		
24	24		375/4	0.25	1	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	567		
24	24		94	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	568		
24	24		189/2	0.5	1	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	569		
24	24		95	0.5	1	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	570		
24	24		191/2	0.5	1	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	571		
25	24	92	96	0.25	2	0	0	Chord	4/4	1	1	1/16		1/16	1	572		
25	24	369/4	385/4	0.25	2	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	573		
25	24	185/2	193/2	0.25	2	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	574		
25	24	371/4	387/4	0.25	2	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	575		
25	24	93	97	1.0	2	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	576		
25	24	94	98	0.25	2	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	577		
25	24	377/4	393/4	0.5	2	9/16	9/16	Chord	4/4	1	1	1/8		1/8	1	578		
