mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation
27	27	197/4	197/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	289	
27	27	99/2	99/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	290	
27	27	199/4	199/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	291	
27	27	50	50	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	292	
27	27	201/4	201/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	293	
27	27	49	49	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	294	
27	27	197/4	197/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	295	
27	27	99/2	99/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	296	
27	27	199/4	199/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	297	
27	27	50	50	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	298	
27	27	201/4	201/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	299	
28	28	101/2	101/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	300	
28	28	203/4	203/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	301	
28	28	51	51	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	302	
28	28	205/4	205/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	303	
28	28	103/2	103/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	304	
28	28	207/4	207/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	305	
28	28	101/2	101/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	306	
28	28	203/4	203/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	307	
28	28	51	51	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	308	
28	28	205/4	205/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	309	
28	28	103/2	103/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	310	
28	28	207/4	207/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	311	
29	29	52	52	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	312	
29	29	209/4	209/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	313	
29	29	105/2	105/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	314	
29	29	211/4	211/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	315	
29	29	53	53	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	316	
29	29	213/4	213/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	317	
29	29	52	52	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	318	
29	29	209/4	209/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	319	
29	29	105/2	105/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	320	
29	29	211/4	211/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	321	
29	29	53	53	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	322	
29	29	213/4	213/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	323	
30	30	107/2	107/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/16	1	324	
30	30	107/2	107/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	325	ornamentTrill
30	30	217/4	217/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	326	
30	30	109/2	109/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	327	
30	30	107/2	107/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	328	
31	31	55	55	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	329	
31	31	111/2	111/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	330	
31	31	223/4	223/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	331	
31	31	56	56	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	332	
31	31	225/4	225/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	333	
31	31	55	55	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	334	
31	31	111/2	111/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	335	
31	31	56	56	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	336	
32	32	113/2	113/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	337	
32	32	227/4	227/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	338	
32	32	57	57	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	339	
32	32	229/4	229/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	340	
32	32	115/2	115/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	341	
32	32	231/4	231/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	342	
32	32	113/2	113/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	343	
32	32	57	57	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	344	
32	32	115/2	115/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	345	
33	33	58	58	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	346	
33	33	233/4	233/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	347	
33	33	117/2	117/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	348	
33	33	235/4	235/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	349	
33	33	59	59	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	350	
33	33	237/4	237/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	351	
33	33	58	58	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	352	
33	33	117/2	117/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	353	
33	33	59	59	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	354	
34	34	119/2	119/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	355	
34	34	239/4	239/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	356	
34	34	60	60	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	357	
34	34	241/4	241/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	358	
34	34	121/2	121/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	359	
34	34	243/4	243/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	360	
34	34	119/2	119/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	361	
34	34	60	60	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	362	
34	34	121/2	121/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	363	
35	35	61	61	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	364	
35	35	245/4	245/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	365	
35	35	123/2	123/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	366	
35	35	247/4	247/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	367	
35	35	62	62	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	368	
35	35	249/4	249/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	369	
35	35	61	61	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	370	
35	35	123/2	123/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	371	
35	35	62	62	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	372	
36	36	125/2	125/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	373	
36	36	251/4	251/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	374	
36	36	63	63	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	375	
36	36	253/4	253/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	376	
36	36	127/2	127/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	377	
36	36	255/4	255/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	378	
36	36	125/2	125/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	379	
36	36	63	63	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	380	
36	36	127/2	127/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	381	
37	37	64	64	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	382	
37	37	257/4	257/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	383	
37	37	129/2	129/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	384	
37	37	259/4	259/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	385	
37	37	65	65	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	386	
37	37	261/4	261/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	387	
37	37	64	64	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	388	
37	37	129/2	129/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	389	
37	37	65	65	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	390	
38	38	131/2	131/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	391	
38	38	263/4	263/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	392	
38	38	66	66	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	393	
38	38	265/4	265/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	394	
38	38	133/2	133/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	395	
38	38	267/4	267/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	396	
38	38	131/2	131/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	397	
38	38	66	66	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	398	
38	38	133/2	133/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	399	
39	39	67	67	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	400	
39	39	269/4	269/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	401	
39	39	135/2	135/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	402	
39	39	271/4	271/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	403	
39	39	68	68	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	404	
39	39	273/4	273/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	405	
39	39	67	67	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	406	
39	39	135/2	135/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	407	
39	39	68	68	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	408	
40	40	137/2	137/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	409	
40	40	275/4	275/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	410	
40	40	69	69	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	411	
40	40	277/4	277/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	412	
40	40	139/2	139/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	413	
40	40	279/4	279/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	414	
40	40	137/2	137/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	415	
40	40	69	69	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	416	
40	40	139/2	139/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	417	
41	41	70	70	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	418	
41	41	281/4	281/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	419	
41	41	141/2	141/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	420	
41	41	283/4	283/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	421	
41	41	71	71	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	422	
41	41	285/4	285/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	423	
41	41	70	70	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	424	
41	41	71	71	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	425	
42	42	143/2	143/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	426	
42	42	143/2	143/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	427	
42	42	143/2	143/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	428	
43	43	73	73	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	429	
43	43	147/2	147/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	430	
43	43	74	74	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	431	
43	43	73	73	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	432	
43	43	293/4	293/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	433	
43	43	147/2	147/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	434	
43	43	295/4	295/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	435	
43	43	74	74	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	436	
43	43	297/4	297/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	437	
44	44	149/2	149/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	438	
44	44	75	75	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	439	
44	44	151/2	151/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	440	
44	44	149/2	149/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	441	
44	44	299/4	299/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	442	
44	44	75	75	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	443	
44	44	301/4	301/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	444	
44	44	151/2	151/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	445	
44	44	303/4	303/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	446	
45	45	76	76	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	447	
45	45	153/2	153/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	448	
45	45	77	77	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	449	
45	45	76	76	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	450	
45	45	305/4	305/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	451	
45	45	153/2	153/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	452	
45	45	307/4	307/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	453	
45	45	77	77	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	454	
45	45	309/4	309/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	455	
46	46	155/2	155/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	456	
46	46	78	78	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	457	
46	46	313/4	313/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	458	
46	46	157/2	157/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	459	
46	46	155/2	155/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	460	
47	47	79	79	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	461	
47	47	159/2	159/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	462	
47	47	80	80	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	463	
47	47	79	79	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	464	
47	47	317/4	317/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	465	
47	47	159/2	159/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	466	
47	47	319/4	319/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	467	
47	47	80	80	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	468	
47	47	321/4	321/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	469	
48	48	161/2	161/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	470	
48	48	81	81	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	471	
48	48	163/2	163/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	472	
48	48	161/2	161/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	473	
48	48	323/4	323/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	474	
48	48	81	81	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	475	
48	48	325/4	325/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	476	
48	48	163/2	163/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	477	
48	48	327/4	327/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	478	
49	49	82	82	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	479	
49	49	165/2	165/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	480	
49	49	83	83	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	481	
49	49	82	82	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	482	
49	49	329/4	329/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	483	
49	49	165/2	165/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	484	
49	49	331/4	331/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	485	
49	49	83	83	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	486	
49	49	333/4	333/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	487	
50	50	167/2	167/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	488	
50	50	84	84	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	489	
50	50	337/4	337/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	490	
50	50	169/2	169/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	491	
50	50	167/2	167/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	492	
51	51	85	85	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	493	
51	51	171/2	171/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	494	
51	51	86	86	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	495	
51	51	85	85	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	496	
51	51	341/4	341/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	497	
51	51	171/2	171/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	498	
51	51	343/4	343/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	499	
51	51	86	86	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	500	
51	51	345/4	345/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	501	
52	52	173/2	173/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	502	
52	52	347/4	347/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	503	
52	52	87	87	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	504	
52	52	349/4	349/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	505	
52	52	175/2	175/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	506	
52	52	351/4	351/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	507	
52	52	173/2	173/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	508	
53	53	88	88	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	509	
53	53	177/2	177/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	510	
53	53	89	89	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	511	
53	53	88	88	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	512	
53	53	353/4	353/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	513	
53	53	177/2	177/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	514	
53	53	355/4	355/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	515	
53	53	89	89	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	516	
53	53	357/4	357/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	517	
54	54	179/2	179/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	518	
54	54	359/4	359/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	519	
54	54	90	90	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	520	
54	54	361/4	361/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	521	
54	54	181/2	181/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	522	
54	54	363/4	363/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	523	
54	54	179/2	179/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	524	
55	55	91	91	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	525	
55	55	183/2	183/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	526	
55	55	92	92	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	527	
55	55	91	91	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	528	
55	55	365/4	365/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	529	
55	55	183/2	183/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	530	
55	55	367/4	367/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	531	
55	55	92	92	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	532	
55	55	369/4	369/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	533	
56	56	185/2	185/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	534	
56	56	371/4	371/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	535	
56	56	93	93	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	536	
56	56	373/4	373/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	537	
56	56	187/2	187/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	538	
56	56	375/4	375/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	539	
56	56	185/2	185/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	540	
57	57	94	94	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	541	ornamentTrill
57	57	377/4	377/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	542	
57	57	189/2	189/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	543	
57	57	379/4	379/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	544	
57	57	95	95	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	545	
57	57	381/4	381/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	546	
57	57	94	94	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	547	
57	57	189/2	189/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	548	
57	57	95	95	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	549	
58	58	191/2	191/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	550	
58	58	383/4	383/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	551	
58	58	96	96	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	552	
58	58	385/4	385/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	553	
58	58	193/2	193/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	554	
58	58	387/4	387/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	555	
58	58	191/2	191/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	556	
58	58	193/2	193/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	557	
59	59	97	97	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	558	
59	59	389/4	389/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	559	
59	59	195/2	195/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	560	
59	59	391/4	391/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	561	
59	59	98	98	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	562	
59	59	393/4	393/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	563	
59	59	97	97	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	564	
59	59	195/2	195/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	565	
59	59	98	98	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	566	
60	60	197/2	197/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	567	
60	60	395/4	395/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	568	
60	60	99	99	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	569	
60	60	397/4	397/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	570	
60	60	199/2	199/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	571	
60	60	399/4	399/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	572	
60	60	197/2	197/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	573	
60	60	99	99	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	574	
60	60	199/2	199/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	575	
61	61	100	100	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	576	
61	61	401/4	401/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	577	
61	61	201/2	201/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	578	
61	61	403/4	403/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	579	
61	61	101	101	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	580	
61	61	405/4	405/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	581	
61	61	100	100	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	582	
61	61	201/2	201/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	583	
61	61	101	101	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	584	
62	62	203/2	203/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	585	
