mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	tempo_visible
38	38	113/2	113/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	295			
38	38	227/4	227/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	296			
38	38	111/2	111/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	297			
38	38	56	56	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	298			
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	299			
39	39	57	57	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	300			
39	39	229/4	229/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	301			
39	39	115/2	115/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	302			
39	39	231/4	231/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	303			
39	39	58	58	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	304			
39	39	233/4	233/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	305			
39	39	57	57	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	306			
40	40	117/2	117/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	307			
40	40	235/4	235/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	308			
40	40	59	59	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	309			
40	40	237/4	237/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	310			
40	40	119/2	119/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	311			
40	40	239/4	239/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	312			
40	40	117/2	117/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	313			
41	41	60	60	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	314			
41	41	241/4	241/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	315			
41	41	121/2	121/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	316			
41	41	243/4	243/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	317			
41	41	61	61	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	318			
41	41	245/4	245/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	319			
41	41	60	60	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	320			
42	42	123/2	123/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	321			
42	42	247/4	247/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	322			
42	42	62	62	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	323			
42	42	249/4	249/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	324			
42	42	125/2	125/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	325			
42	42	251/4	251/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	326			
42	42	123/2	123/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	327			
43	43	63	63	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	328			
43	43	253/4	253/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	329			
43	43	127/2	127/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	330			
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	331			
43	43	64	64	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	332			
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	333			
43	43	63	63	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	334			
43	43	127/2	127/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	335			
43	43	64	64	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	336			
44	44	129/2	129/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	337			
44	44	129/2	129/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	338			
45	45	66	66	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	339			
45	45	133/2	133/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	340			
45	45	67	67	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	341			
45	45	66	66	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	342			
45	45	265/4	265/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	343			
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	344			
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	345			
45	45	67	67	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	346			
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	347			
46	46	135/2	135/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	348			
46	46	68	68	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	349			
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	350			
46	46	135/2	135/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	351			
46	46	271/4	271/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	352			
46	46	68	68	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	353			
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	354			
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	355			
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	356			
47	47	69	69	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	357			
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	358			
47	47	70	70	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	359			
47	47	69	69	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	360			
47	47	277/4	277/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	361			
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	362			
47	47	279/4	279/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	363			
47	47	70	70	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	364			
47	47	281/4	281/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	365			
48	48	141/2	141/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	366			
48	48	71	71	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	367			
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	368			
48	48	141/2	141/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	369			
48	48	283/4	283/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	370			
48	48	71	71	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	371			
48	48	285/4	285/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	372			
48	48	143/2	143/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	373			
48	48	287/4	287/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	374			
49	49	72	72	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	375			
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	376			
49	49	73	73	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	377			
49	49	72	72	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	378			
49	49	289/4	289/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	379			
49	49	145/2	145/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	380			
49	49	291/4	291/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	381			
49	49	73	73	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	382			
49	49	293/4	293/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	383			
50	50	147/2	147/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	384			
50	50	74	74	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	385			
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	386			
50	50	147/2	147/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	387			
50	50	295/4	295/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	388			
50	50	74	74	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	389			
50	50	297/4	297/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	390			
50	50	149/2	149/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	391			
50	50	299/4	299/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	392			
51	51	75	75	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	393			
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	394			
51	51	76	76	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	395			
51	51	75	75	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	396			
51	51	301/4	301/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	397			
51	51	151/2	151/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	398			
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	399			
51	51	76	76	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	400			
51	51	305/4	305/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	401			
52	52	153/2	153/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	402			
52	52	77	77	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	403			
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	404			
52	52	153/2	153/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	405			
52	52	307/4	307/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	406			
52	52	77	77	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	407			
52	52	309/4	309/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	408			
52	52	155/2	155/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	409			
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	410			
53	53	78	78	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	411			
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	412			
53	53	79	79	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	413			
53	53	78	78	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	414			
53	53	313/4	313/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	415			
53	53	157/2	157/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	416			
53	53	315/4	315/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	417			
53	53	79	79	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	418			
53	53	317/4	317/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	419			
54	54	159/2	159/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	420			
54	54	80	80	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	421			
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	422			
54	54	159/2	159/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	423			
54	54	319/4	319/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	424			
54	54	80	80	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	425			
54	54	321/4	321/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	426			
54	54	161/2	161/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	427			
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	428			
55	55	81	81	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	429			
55	55	163/2	163/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	430			
55	55	82	82	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	431			
55	55	81	81	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	432			
55	55	325/4	325/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	433			
55	55	163/2	163/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	434			
55	55	327/4	327/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	435			
55	55	82	82	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	436			
55	55	329/4	329/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	437			
56	56	165/2	165/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	438			
56	56	83	83	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	439			
56	56	167/2	167/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	440			
56	56	165/2	165/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	441			
56	56	331/4	331/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	442			
56	56	83	83	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	443			
56	56	333/4	333/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	444			
56	56	167/2	167/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	445			
56	56	335/4	335/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	446			
57	57	84	84	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	447			
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	448			
57	57	85	85	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	449			
57	57	84	84	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	450			
57	57	337/4	337/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	451			
57	57	169/2	169/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	452			
57	57	339/4	339/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	453			
57	57	85	85	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	454			
57	57	341/4	341/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	455			
58	58	171/2	171/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	456			
58	58	86	86	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	457			
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	458			
58	58	171/2	171/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	459			
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	460			
58	58	86	86	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	461			
58	58	345/4	345/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	462			
58	58	173/2	173/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	463			
58	58	347/4	347/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	464			
59	59	87	87	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	465			
59	59	175/2	175/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	466			
59	59	88	88	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	467			
59	59	87	87	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	468			
59	59	349/4	349/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	469			
59	59	175/2	175/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	470			
59	59	351/4	351/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	471			
59	59	88	88	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	472			
59	59	353/4	353/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	473			
60	60	177/2	177/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	474			
60	60	355/4	355/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	475			
60	60	89	89	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	476			
60	60	357/4	357/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	477			
60	60	179/2	179/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	478			
60	60	359/4	359/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	479			
60	60	177/2	177/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	480			
60	60	89	89	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	481			
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	482			
61	61	90	90	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	483			
61	61	361/4	361/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	484			
61	61	181/2	181/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	485			
61	61	363/4	363/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	486			
61	61	91	91	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	487			
61	61	365/4	365/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	488			
61	61	90	90	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	489			
61	61	181/2	181/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	490			
61	61	91	91	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	491			
62	62	183/2	183/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	492			
62	62	367/4	367/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	493			
62	62	92	92	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	494			
62	62	369/4	369/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	495			
62	62	185/2	185/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	496			
62	62	371/4	371/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	497			
62	62	183/2	183/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	498			
62	62	92	92	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	499			
62	62	185/2	185/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	500			
62	62	183/2	183/2	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	501			
62	62	92	92	1.0	1/8	1/8	Chord	3/8	2	2	1/4	1/4	1	502			
63	63	93	93	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	503			
63	63	373/4	373/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	504			
63	63	187/2	187/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	505			
63	63	375/4	375/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	506			
63	63	94	94	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	507			
63	63	377/4	377/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	508			
63	63	93	93	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	509			
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	510			
63	63	94	94	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	511			
64	64	189/2	189/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	512			
64	64	379/4	379/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	513			
64	64	95	95	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	514			
64	64	381/4	381/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	515			
64	64	191/2	191/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	516			
64	64	383/4	383/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	517			
64	64	189/2	189/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	518			
64	64	95	95	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	519			
64	64	191/2	191/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	520			
65	65	96	96	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	521			
65	65	385/4	385/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	522			
65	65	193/2	193/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	523			
65	65	387/4	387/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	524			
65	65	97	97	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	525			
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	526			
65	65	96	96	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	527			
65	65	193/2	193/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	528			
65	65	97	97	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	529			
66	66	195/2	195/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	530			
66	66	391/4	391/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	531			
66	66	98	98	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	532			
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	533			
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	534			
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	535			
66	66	195/2	195/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	536			
66	66	98	98	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	537			
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	538			
67	67	99	99	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	539			
67	67	199/2	199/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	540			
67	67	399/4	399/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	541			
67	67	100	100	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	542			
67	67	99	99	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	543			
68	68	201/2	201/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	544			
68	68	101	101	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	545			
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	546			
68	68	201/2	201/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	547			
68	68	403/4	403/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	548			
68	68	101	101	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	549			
68	68	405/4	405/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	550			
68	68	203/2	203/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	551			
68	68	407/4	407/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	552			
69	69	102	102	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	553			
69	69	205/2	205/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	554			
69	69	103	103	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	555			
69	69	102	102	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	556			
69	69	409/4	409/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	557			
69	69	205/2	205/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	558			
69	69	411/4	411/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	559			
69	69	103	103	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	560			
69	69	413/4	413/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	561			
70	70	207/2	207/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	562			
70	70	104	104	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	563			
70	70	209/2	209/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	564			
70	70	207/2	207/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	565			
70	70	415/4	415/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	566			
70	70	104	104	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	567			
70	70	417/4	417/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	568			
70	70	209/2	209/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	569			
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	570			
71	71	105	105	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	571			
71	71	211/2	211/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	572			
71	71	106	106	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	573			
71	71	105	105	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	574			
71	71	421/4	421/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	575			
71	71	211/2	211/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	576			
71	71	423/4	423/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	577			
71	71	106	106	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	578			
71	71	425/4	425/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	579			
72	72	213/2	213/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	580			
72	72	107	107	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	581			
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	582			
72	72	213/2	213/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	583			
72	72	427/4	427/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	584			
72	72	107	107	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	585			
72	72	429/4	429/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	586			
72	72	215/2	215/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	587			
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	588			
73	73	108	108	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	589			
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	590			
73	73	109	109	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	591			
