mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur
33	33	97/2	97/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	292					
33	33	195/4	195/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	293					
33	33	49	49	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	294					
33	33	197/4	197/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	295					
34	34	99/2	99/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	296					
34	34	199/4	199/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	297					
34	34	50	50	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	298					
34	34	201/4	201/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	299					
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	300					
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	301					
34	34	99/2	99/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	302					
34	34	199/4	199/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	303					
34	34	50	50	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	304					
34	34	201/4	201/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	305					
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	306					
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	307					
35	35	51	51	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	308					
35	35	205/4	205/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	309					
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	310					
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	311					
35	35	52	52	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	312					
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	313					
35	35	51	51	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	314					
35	35	205/4	205/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	315					
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	316					
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	317					
35	35	52	52	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	318					
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	319					
36	36	105/2	105/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	320					
36	36	211/4	211/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	321					
36	36	53	53	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	322					
36	36	213/4	213/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	323					
36	36	107/2	107/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	324					
36	36	215/4	215/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	325					
36	36	105/2	105/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	326					
36	36	211/4	211/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	327					
36	36	53	53	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	328					
36	36	213/4	213/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	329					
36	36	107/2	107/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	330					
36	36	215/4	215/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	331					
37	37	54	54	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	332					
37	37	217/4	217/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	333					
37	37	109/2	109/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	334					
37	37	219/4	219/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	335					
37	37	55	55	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	336					
37	37	221/4	221/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	337					
37	37	54	54	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	338					
37	37	217/4	217/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	339					
37	37	109/2	109/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	340					
37	37	219/4	219/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	341					
37	37	55	55	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	342					
37	37	221/4	221/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	343					
38	38	111/2	111/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	344					
38	38	223/4	223/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	345					
38	38	56	56	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	346					
38	38	225/4	225/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	347					
38	38	113/2	113/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	348					
38	38	227/4	227/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	349					
38	38	111/2	111/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	350					
38	38	223/4	223/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	351					
38	38	56	56	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	352					
38	38	225/4	225/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	353					
38	38	113/2	113/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	354					
38	38	227/4	227/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	355					
39	39	57	57	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	356					
39	39	229/4	229/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	357					
39	39	115/2	115/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	358					
39	39	231/4	231/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	359					
39	39	58	58	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	360					
39	39	233/4	233/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	361					
39	39	57	57	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	362					
39	39	229/4	229/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	363					
39	39	115/2	115/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	364					
39	39	231/4	231/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	365					
39	39	58	58	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	366					
39	39	233/4	233/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	367					
40	40	117/2	117/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	368					
40	40	235/4	235/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	369					
40	40	59	59	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	370					
40	40	237/4	237/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	371					
40	40	119/2	119/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	372					
40	40	239/4	239/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	373					
40	40	117/2	117/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	374					
40	40	59	59	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	375					
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	376					
41	41	60	60	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	377					
41	41	241/4	241/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	378					
41	41	121/2	121/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	379					
41	41	243/4	243/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	380					
41	41	61	61	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	381					
41	41	245/4	245/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	382					
41	41	60	60	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	383					
41	41	121/2	121/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	384					
41	41	61	61	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	385					
42	42	123/2	123/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	386					
42	42	247/4	247/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	387					
42	42	62	62	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	388					
42	42	249/4	249/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	389					
42	42	125/2	125/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	390					
42	42	251/4	251/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	391					
42	42	123/2	123/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	392					
42	42	62	62	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	393					
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	394					
43	43	63	63	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	395					
43	43	253/4	253/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	396					
43	43	127/2	127/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	397					
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	398					
43	43	64	64	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	399					
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	400					
43	43	63	63	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	401					
43	43	127/2	127/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	402					
43	43	64	64	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	403					
44	44	65	65	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	404					
44	44	129/2	129/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	405					
44	44	65	65	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	406					
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	407					
44	44	129/2	129/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	408					
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	409					
45	45	66	66	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	410					
45	45	133/2	133/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	411					
45	45	67	67	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	412					
45	45	66	66	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	413					
45	45	66	66	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	414					
45	45	67	67	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	415					
46	46	135/2	135/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	416					0
46	46	68	68	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	417					0
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	418					
46	46	135/2	135/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	419					
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	420					
47	47	69	69	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	421					
47	47	69	69	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	422					
47	47	277/4	277/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	423					
47	47	555/8	555/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	424					
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	425					
47	47	70	70	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	426					
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	427					
47	47	70	70	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	428					
47	47	69	69	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	429					
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	430					
47	47	70	70	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	431					
48	48	71	71	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	432					
48	48	141/2	141/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	433					
48	48	71	71	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	434					
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	435					
48	48	141/2	141/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	436					
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	437					
49	49	72	72	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	438					
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	439					
49	49	73	73	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	440					
49	49	72	72	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	441					
49	49	72	72	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	442					
49	49	73	73	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	443					
50	50	147/2	147/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	444					1
50	50	74	74	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	445					1
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	446					
50	50	147/2	147/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	447					
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	448					
51	51	75	75	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	449					
51	51	75	75	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	450					
51	51	301/4	301/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	451					
51	51	603/8	603/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	452					
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	453					
51	51	76	76	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	454					
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	455					
51	51	76	76	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	456					
51	51	75	75	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	457					
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	458					
51	51	76	76	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	459					
52	52	153/2	153/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	460					
52	52	307/4	307/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	461					
52	52	77	77	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	462					
52	52	309/4	309/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	463					
52	52	155/2	155/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	464					
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	465					
52	52	153/2	153/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	466					
52	52	77	77	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	467					
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	468					
53	53	78	78	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	469					2
53	53	313/4	313/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	470					2
53	53	627/8	627/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	471					
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	472					
53	53	79	79	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	473					
53	53	78	78	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	474					
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	475					
53	53	79	79	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	476					
54	54	159/2	159/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	477					
54	54	159/2	159/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	478					
55	55	81	81	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	479					
55	55	81	81	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	480					
55	55	163/2	163/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	481					
55	55	82	82	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	482					
56	56	165/2	165/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	483					
56	56	331/4	331/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	484					
56	56	83	83	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	485					
56	56	333/4	333/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	486					
56	56	167/2	167/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	487					
56	56	335/4	335/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	488					
56	56	165/2	165/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	489					
56	56	83	83	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	490					
56	56	167/2	167/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	491					
57	57	84	84	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	492					
57	57	84	84	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	493					
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	494					
57	57	85	85	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	495					
58	58	171/2	171/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	496					
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	497					
58	58	86	86	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	498					
58	58	345/4	345/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	499					
58	58	173/2	173/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	500					
58	58	347/4	347/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	501					
58	58	171/2	171/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	502					
58	58	86	86	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	503					
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	504					
59	59	87	87	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	505					
59	59	87	87	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	506					
59	59	175/2	175/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	507					
59	59	88	88	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	508					
60	60	177/2	177/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	509					
60	60	355/4	355/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	510					
60	60	89	89	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	511					
60	60	357/4	357/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	512					
60	60	179/2	179/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	513					
60	60	359/4	359/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	514					
60	60	177/2	177/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	515					
60	60	89	89	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	516					
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	517					
61	61	90	90	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	518	ornamentTrill				
61	61	90	90	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	519					
61	61	181/2	181/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	520					
61	61	91	91	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	521					
62	62	183/2	183/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	522					
62	62	367/4	367/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	523					
62	62	92	92	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	524					
62	62	369/4	369/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	525					
62	62	185/2	185/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	526					
62	62	371/4	371/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	527					
62	62	183/2	183/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	528					
62	62	92	92	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	529					
62	62	185/2	185/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	530					
63	63	93	93	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	531	ornamentTrill				
63	63	93	93	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	532					
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	533					
63	63	94	94	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	534					
64	64	189/2	189/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	535					
64	64	379/4	379/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	536					
64	64	95	95	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	537					
64	64	381/4	381/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	538					
64	64	191/2	191/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	539					
64	64	383/4	383/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	540					
64	64	189/2	189/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	541					
64	64	95	95	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	542					
64	64	191/2	191/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	543					
65	65	96	96	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	544	ornamentTrill				
65	65	96	96	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	545					
65	65	193/2	193/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	546					
65	65	97	97	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	547					
66	66	195/2	195/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	548					
66	66	391/4	391/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	549					
66	66	98	98	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	550					
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	551					
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	552					
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	553					
66	66	195/2	195/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	554					
66	66	98	98	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	555					
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	556					
67	67	99	99	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	557	ornamentTrill				
67	67	99	99	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	558					
67	67	199/2	199/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	559					
67	67	100	100	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	560					
68	68	201/2	201/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	561					
68	68	403/4	403/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	562					
68	68	101	101	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	563					
68	68	405/4	405/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	564					
68	68	203/2	203/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	565					
68	68	407/4	407/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	566					
68	68	201/2	201/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	567					
68	68	101	101	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	568					
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	569					
69	69	102	102	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	570	ornamentTrill				
69	69	102	102	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	571					
69	69	205/2	205/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	572					
69	69	103	103	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	573					
70	70	207/2	207/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	574					
70	70	415/4	415/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	575					
70	70	104	104	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	576					
70	70	417/4	417/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	577					
70	70	209/2	209/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	578					
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	579					
70	70	207/2	207/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	580					
70	70	104	104	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	581					
70	70	209/2	209/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	582					
71	71	105	105	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	583	ornamentTrill				
71	71	105	105	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	584					
71	71	211/2	211/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	585					
71	71	106	106	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	586					
72	72	213/2	213/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	587					
72	72	427/4	427/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	588					
