mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	584	
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	585	
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	586	
29	29	114	114	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	587	
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	588	
29	29	229/2	229/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	589	
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	590	
29	29	115	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	591	
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	592	
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	593	
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	594	
29	29	112	112	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	595	
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	596	
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	597	
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	598	
29	29	113	113	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	599	
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	600	
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	601	
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	602	
29	29	114	114	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	603	
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	604	
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	605	
30	30	116	116	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	606	
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	607	
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	608	
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	609	
30	30	117	117	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	610	
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	611	
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	612	
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	613	
30	30	118	118	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	614	
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	615	
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	616	
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	617	
30	30	119	119	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	618	
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	619	
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	620	
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	621	
30	30	116	116	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	622	
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	623	
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	624	
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	625	
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	626	
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	627	
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	628	
31	31	120	120	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	629	
31	31	481/4	481/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	630	
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	631	
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	632	
31	31	121	121	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	633	
31	31	485/4	485/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	634	
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	635	
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	636	
31	31	122	122	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	637	
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	638	
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	639	
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	640	
31	31	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	641	
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	642	
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	643	
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	644	
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	645	
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	646	
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	647	
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	648	
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	649	
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	650	
32	32	124	124	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	651	
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	652	
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	653	
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	654	
32	32	125	125	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	655	
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	656	
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	657	
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	658	
32	32	126	126	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	659	
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	660	
32	32	253/2	253/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	661	
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	662	
32	32	127	127	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	663	
32	32	509/4	509/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	664	
32	32	255/2	255/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	665	
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	666	
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	667	
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	668	
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	669	
32	32	126	126	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	670	
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	671	
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	672	
33	33	128	128	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	673	
33	33	513/4	513/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	674	
33	33	257/2	257/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	675	
33	33	515/4	515/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	676	
33	33	129	129	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	677	
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	678	
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	679	
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	680	
33	33	130	130	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	681	
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	682	
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	683	
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	684	
33	33	131	131	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	685	
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	686	
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	687	
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	688	
33	33	128	128	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	689	
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	690	
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	691	
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	692	
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	693	
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	694	
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	695	
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	696	
34	34	132	132	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	697	
34	34	529/4	529/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	698	
34	34	265/2	265/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	699	
34	34	531/4	531/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	700	
34	34	133	133	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	701	
34	34	533/4	533/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	702	
34	34	267/2	267/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	703	
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	704	
34	34	134	134	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	705	
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	706	
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	707	
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	708	
34	34	135	135	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	709	
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	710	
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	711	
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	712	
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	713	
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	714	
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	715	
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	716	
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	717	
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	718	
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	719	
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	720	
35	35	136	136	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	721	
35	35	545/4	545/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	722	
35	35	273/2	273/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	723	
35	35	547/4	547/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	724	
35	35	137	137	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	725	
35	35	549/4	549/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	726	
35	35	275/2	275/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	727	
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	728	
35	35	138	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	729	
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	730	
35	35	139	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	731	
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	732	
35	35	136	136	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	733	
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	734	
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	735	
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	736	
35	35	138	138	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	737	
35	35	553/4	553/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	738	
35	35	277/2	277/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	739	
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	740	
35	35	139	139	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	741	
35	35	557/4	557/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	742	
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	743	
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	744	
36	36	140	140	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	745	
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	746	
36	36	141	141	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	747	
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	748	
36	36	142	142	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	749	
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	750	
36	36	143	143	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	751	
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	752	
36	36	140	140	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	753	
36	36	561/4	561/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	754	
36	36	281/2	281/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	755	
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	756	
36	36	141	141	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	757	
36	36	565/4	565/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	758	
36	36	283/2	283/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	759	
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	760	
36	36	142	142	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	761	
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	762	
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	763	
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	764	
36	36	143	143	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	765	
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	766	
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	767	
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	768	
37	37	144	144	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	769	
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	770	
37	37	145	145	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	771	
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	772	
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	773	
37	37	144	144	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	774	
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	775	
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	776	
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	777	
37	37	145	145	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	778	
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	779	
37	37	291/2	291/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	780	
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	781	
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	782	
